SKU,Week_Start,Units_Sold,Revenue,Seasonal_Naive_Forecast,Year,Month,Quarter,Week_Number,Lag_1,Lag_2,Lag_4,Lag_8,Lag_12,Lag_52,Rolling_Mean_4,Rolling_Mean_8,Rolling_Mean_12,Average_Price,Promotion,Model_Forecast
SKU008,2025-11-24,117,1151588.88,108.0,2025,11,4,48,91.0,94.0,100.0,98.0,92.0,108.0,99.25,97.375,95.08333333333333,9842.64,1,99.25
SKU008,2025-12-01,97,954736.08,109.0,2025,12,4,49,117.0,91.0,112.0,88.0,90.0,109.0,103.5,99.75,97.16666666666667,9842.64,0,103.5
SKU008,2025-12-08,112,1102375.68,104.0,2025,12,4,50,97.0,117.0,94.0,115.0,87.0,104.0,99.75,100.875,97.75,9842.64,0,99.75
SKU008,2025-12-15,100,984264.0,82.0,2025,12,4,51,112.0,97.0,91.0,81.0,93.0,82.0,104.25,100.5,99.83333333333333,9842.64,0,104.25
SKU008,2025-12-22,105,1033477.2,97.0,2025,12,4,52,100.0,112.0,117.0,100.0,98.0,97.0,106.5,102.875,100.41666666666667,9842.64,0,106.5
SKU008,2025-12-29,36,354335.04,103.0,2025,12,4,1,105.0,100.0,97.0,112.0,88.0,103.0,103.5,103.5,101.0,9842.64,0,103.5
SKU009,2025-11-10,62,144887.18,67.0,2025,11,4,46,55.0,78.0,63.0,70.0,69.0,67.0,62.0,62.0,65.41666666666667,2336.89,1,62.0
SKU009,2025-11-17,63,147224.07,60.0,2025,11,4,47,62.0,55.0,52.0,69.0,62.0,60.0,61.75,61.0,64.83333333333333,2336.89,1,61.75
SKU009,2025-11-24,66,154234.74,52.0,2025,11,4,48,63.0,62.0,78.0,58.0,71.0,52.0,64.5,60.25,64.91666666666667,2336.89,1,64.5
SKU009,2025-12-01,77,179940.53,55.0,2025,12,4,49,66.0,63.0,55.0,51.0,87.0,55.0,61.5,61.25,64.5,2336.89,0,61.5
SKU009,2025-12-08,82,191624.98,71.0,2025,12,4,50,77.0,66.0,62.0,63.0,70.0,71.0,67.0,64.5,63.666666666666664,2336.89,0,67.0
SKU009,2025-12-15,69,161245.41,76.0,2025,12,4,51,82.0,77.0,63.0,52.0,69.0,76.0,72.0,66.875,64.66666666666667,2336.89,0,72.0
SKU009,2025-12-22,77,179940.53,68.0,2025,12,4,52,69.0,82.0,66.0,78.0,58.0,68.0,73.5,69.0,64.66666666666667,2336.89,0,73.5
SKU009,2025-12-29,21,49074.69,66.0,2025,12,4,1,77.0,69.0,77.0,55.0,51.0,66.0,76.25,68.875,66.25,2336.89,0,76.25
SKU010,2025-11-10,105,69663.3,113.0,2025,11,4,46,91.0,120.0,96.0,114.0,100.0,113.0,98.25,96.125,98.25,663.46,1,98.25
SKU010,2025-11-17,102,67672.92,121.0,2025,11,4,47,105.0,91.0,86.0,100.0,114.0,121.0,100.5,95.0,98.66666666666667,663.46,1,100.5
SKU010,2025-11-24,104,68999.84,93.0,2025,11,4,48,102.0,105.0,120.0,79.0,104.0,93.0,104.5,95.25,97.66666666666667,663.46,1,104.5
SKU010,2025-12-01,126,83595.96,99.0,2025,12,4,49,104.0,102.0,91.0,83.0,92.0,99.0,100.5,98.375,97.66666666666667,663.46,0,100.5
SKU010,2025-12-08,108,71653.68000000001,106.0,2025,12,4,50,126.0,104.0,105.0,96.0,114.0,106.0,109.25,103.75,100.5,663.46,0,109.25
SKU010,2025-12-15,102,67672.92,109.0,2025,12,4,51,108.0,126.0,102.0,86.0,100.0,109.0,110.0,105.25,100.0,663.46,0,110.0
SKU010,2025-12-22,102,67672.92,109.0,2025,12,4,52,102.0,108.0,104.0,120.0,79.0,109.0,110.0,107.25,100.16666666666667,663.46,0,110.0
SKU010,2025-12-29,47,31182.620000000003,116.0,2025,12,4,1,102.0,102.0,126.0,91.0,83.0,116.0,109.5,105.0,102.08333333333333,663.46,0,109.5
SKU011,2025-11-10,25,36114.0,16.0,2025,11,4,46,19.0,19.0,11.0,16.0,24.0,16.0,16.75,17.25,17.083333333333332,1444.56,1,16.75
SKU011,2025-11-17,9,13001.04,25.0,2025,11,4,47,25.0,19.0,18.0,11.0,11.0,25.0,20.25,18.375,17.166666666666668,1444.56,1,20.25
SKU011,2025-11-24,15,21668.4,22.0,2025,11,4,48,9.0,25.0,19.0,28.0,16.0,22.0,18.0,18.125,17.0,1444.56,1,18.0
SKU011,2025-12-01,17,24557.52,25.0,2025,12,4,49,15.0,9.0,19.0,16.0,16.0,25.0,17.0,16.5,16.916666666666668,1444.56,0,17.0
SKU011,2025-12-08,23,33224.880000000005,15.0,2025,12,4,50,17.0,15.0,25.0,11.0,16.0,15.0,16.5,16.625,17.0,1444.56,0,16.5
SKU011,2025-12-15,18,26002.08,20.0,2025,12,4,51,23.0,17.0,9.0,18.0,11.0,20.0,16.0,18.125,17.583333333333332,1444.56,0,16.0
SKU011,2025-12-22,22,31780.32,17.0,2025,12,4,52,18.0,23.0,15.0,19.0,28.0,17.0,18.25,18.125,18.166666666666668,1444.56,0,18.25
SKU011,2025-12-29,3,4333.68,17.0,2025,12,4,1,22.0,18.0,17.0,19.0,16.0,17.0,20.0,18.5,17.666666666666668,1444.5600000000002,0,20.0
SKU012,2025-11-10,163,1431037.31,179.0,2025,11,4,46,155.0,151.0,128.0,171.0,178.0,179.0,143.75,146.5,155.08333333333334,8779.37,1,143.75
SKU012,2025-11-17,155,1360802.35,177.0,2025,11,4,47,163.0,155.0,141.0,150.0,171.0,177.0,152.5,145.5,153.83333333333334,8779.37,1,152.5
SKU012,2025-11-24,161,1413478.5699999998,170.0,2025,11,4,48,155.0,163.0,151.0,136.0,180.0,170.0,156.0,146.125,152.5,8779.37,1,156.0
SKU012,2025-12-01,167,1466154.79,147.0,2025,12,4,49,161.0,155.0,155.0,140.0,160.0,147.0,158.5,149.25,150.91666666666666,8779.37,0,158.5
SKU012,2025-12-08,155,1360802.35,184.0,2025,12,4,50,167.0,161.0,163.0,128.0,171.0,184.0,161.5,152.625,151.5,8779.37,0,161.5
SKU012,2025-12-15,171,1501272.27,161.0,2025,12,4,51,155.0,167.0,155.0,141.0,150.0,161.0,159.5,156.0,150.16666666666666,8779.37,0,159.5
SKU012,2025-12-22,150,1316905.5,161.0,2025,12,4,52,171.0,155.0,161.0,151.0,136.0,161.0,163.5,159.75,151.91666666666666,8779.37,0,163.5
SKU012,2025-12-29,71,623335.27,161.0,2025,12,4,1,150.0,171.0,167.0,155.0,140.0,161.0,160.75,159.625,153.08333333333334,8779.37,0,160.75
SKU013,2025-11-10,89,512442.42,96.0,2025,11,4,46,84.0,79.0,61.0,82.0,96.0,96.0,73.25,80.0,85.33333333333333,5757.78,1,73.25
SKU013,2025-11-17,80,460622.4,101.0,2025,11,4,47,89.0,84.0,69.0,82.0,84.0,101.0,80.25,80.875,84.75,5757.78,1,80.25
SKU013,2025-11-24,95,546989.1,81.0,2025,11,4,48,80.0,89.0,79.0,96.0,99.0,81.0,83.0,80.625,84.41666666666667,5757.78,1,83.0
SKU013,2025-12-01,78,449106.84,95.0,2025,12,4,49,95.0,80.0,84.0,87.0,105.0,95.0,87.0,80.5,84.08333333333333,5757.78,0,87.0
SKU013,2025-12-08,107,616082.46,94.0,2025,12,4,50,78.0,95.0,89.0,61.0,82.0,94.0,85.5,79.375,81.83333333333333,5757.78,0,85.5
SKU013,2025-12-15,96,552746.88,84.0,2025,12,4,51,107.0,78.0,80.0,69.0,82.0,84.0,90.0,85.125,83.91666666666667,5757.78,0,90.0
SKU013,2025-12-22,71,408802.38,83.0,2025,12,4,52,96.0,107.0,95.0,79.0,96.0,83.0,94.0,88.5,85.08333333333333,5757.78,0,94.0
SKU013,2025-12-29,27,155460.06,82.0,2025,12,4,1,71.0,96.0,78.0,84.0,87.0,82.0,88.0,87.5,83.0,5757.78,0,88.0
SKU014,2025-11-10,130,295197.5,124.0,2025,11,4,46,117.0,127.0,120.0,140.0,131.0,124.0,124.25,126.75,131.66666666666666,2270.75,1,124.25
SKU014,2025-11-17,130,295197.5,152.0,2025,11,4,47,130.0,117.0,133.0,132.0,157.0,152.0,126.75,125.5,131.58333333333334,2270.75,1,126.75
SKU014,2025-11-24,151,342883.25,142.0,2025,11,4,48,130.0,130.0,127.0,123.0,127.0,142.0,126.0,125.25,129.33333333333334,2270.75,1,126.0
SKU014,2025-12-01,124,281573.0,128.0,2025,12,4,49,151.0,130.0,117.0,122.0,151.0,128.0,132.0,128.75,131.33333333333334,2270.75,0,132.0
SKU014,2025-12-08,137,311092.75,135.0,2025,12,4,50,124.0,151.0,130.0,120.0,140.0,135.0,133.75,129.0,129.08333333333334,2270.75,0,133.75
SKU014,2025-12-15,116,263407.0,141.0,2025,12,4,51,137.0,124.0,130.0,133.0,132.0,141.0,135.5,131.125,128.83333333333334,2270.75,0,135.5
SKU014,2025-12-22,122,277031.5,135.0,2025,12,4,52,116.0,137.0,151.0,127.0,123.0,135.0,132.0,129.0,127.5,2270.75,0,132.0
SKU014,2025-12-29,51,115808.25,131.0,2025,12,4,1,122.0,116.0,124.0,117.0,122.0,131.0,124.75,128.375,127.41666666666667,2270.75,0,124.75
SKU015,2025-11-10,24,149090.88,19.0,2025,11,4,46,13.0,17.0,21.0,23.0,26.0,19.0,18.0,19.75,22.0,6212.12,1,18.0
SKU015,2025-11-17,24,149090.88,34.0,2025,11,4,47,24.0,13.0,21.0,28.0,28.0,34.0,18.75,19.875,21.833333333333332,6212.12,1,18.75
SKU015,2025-11-24,31,192575.72,22.0,2025,11,4,48,24.0,24.0,17.0,19.0,28.0,22.0,19.5,19.375,21.5,6212.12,1,19.5
SKU015,2025-12-01,22,136666.64,29.0,2025,12,4,49,31.0,24.0,13.0,16.0,24.0,29.0,23.0,20.875,21.75,6212.12,0,23.0
SKU015,2025-12-08,31,192575.72,21.0,2025,12,4,50,22.0,31.0,24.0,21.0,23.0,21.0,25.25,21.625,21.583333333333332,6212.12,0,25.25
SKU015,2025-12-15,21,130454.52,26.0,2025,12,4,51,31.0,22.0,24.0,21.0,28.0,26.0,27.0,22.875,22.25,6212.12,0,27.0
SKU015,2025-12-22,27,167727.24,32.0,2025,12,4,52,21.0,31.0,31.0,17.0,19.0,32.0,26.25,22.875,21.666666666666668,6212.12,0,26.25
SKU015,2025-12-29,7,43484.84,31.0,2025,12,4,1,27.0,21.0,22.0,13.0,16.0,31.0,25.25,24.125,22.333333333333332,6212.12,0,25.25
SKU016,2025-11-10,95,205847.9,104.0,2025,11,4,46,92.0,109.0,86.0,76.0,90.0,104.0,90.0,83.75,82.41666666666667,2166.82,1,90.0
SKU016,2025-11-17,75,162511.5,94.0,2025,11,4,47,95.0,92.0,73.0,78.0,85.0,94.0,92.25,86.125,82.83333333333333,2166.82,1,92.25
SKU016,2025-11-24,71,153844.22,97.0,2025,11,4,48,75.0,95.0,109.0,72.0,66.0,97.0,92.75,85.75,82.0,2166.82,1,92.75
SKU016,2025-12-01,77,166845.14,83.0,2025,12,4,49,71.0,75.0,92.0,84.0,78.0,83.0,83.25,85.625,82.41666666666667,2166.82,0,83.25
SKU016,2025-12-08,78,169011.96,71.0,2025,12,4,50,77.0,71.0,95.0,86.0,76.0,71.0,79.5,84.75,82.33333333333333,2166.82,0,79.5
SKU016,2025-12-15,74,160344.68,82.0,2025,12,4,51,78.0,77.0,75.0,73.0,78.0,82.0,75.25,83.75,82.5,2166.82,0,75.25
SKU016,2025-12-22,104,225349.28,75.0,2025,12,4,52,74.0,78.0,71.0,109.0,72.0,75.0,75.0,83.875,82.16666666666667,2166.82,0,75.0
SKU016,2025-12-29,37,80172.34,92.0,2025,12,4,1,104.0,74.0,77.0,92.0,84.0,92.0,83.25,83.25,84.83333333333333,2166.82,0,83.25
SKU017,2025-11-10,88,746004.1599999999,86.0,2025,11,4,46,103.0,83.0,84.0,83.0,85.0,86.0,82.75,81.875,80.5,8477.32,1,82.75
SKU017,2025-11-17,87,737526.84,97.0,2025,11,4,47,88.0,103.0,61.0,90.0,78.0,97.0,83.75,82.5,80.75,8477.32,1,83.75
SKU017,2025-11-24,90,762958.8,82.0,2025,11,4,48,87.0,88.0,83.0,75.0,71.0,82.0,90.25,82.125,81.5,8477.32,1,90.25
SKU017,2025-12-01,105,890118.6,81.0,2025,12,4,49,90.0,87.0,103.0,76.0,77.0,81.0,92.0,84.0,83.08333333333333,8477.32,0,92.0
SKU017,2025-12-08,96,813822.72,88.0,2025,12,4,50,105.0,90.0,88.0,84.0,83.0,88.0,92.5,87.625,85.41666666666667,8477.32,0,92.5
SKU017,2025-12-15,81,686662.9199999999,80.0,2025,12,4,51,96.0,105.0,87.0,61.0,90.0,80.0,94.5,89.125,86.5,8477.32,0,94.5
SKU017,2025-12-22,98,830777.36,94.0,2025,12,4,52,81.0,96.0,90.0,83.0,75.0,94.0,93.0,91.625,85.75,8477.32,0,93.0
SKU017,2025-12-29,37,313660.84,85.0,2025,12,4,1,98.0,81.0,105.0,103.0,76.0,85.0,95.0,93.5,87.66666666666667,8477.32,0,95.0
SKU018,2025-11-10,142,791708.22,150.0,2025,11,4,46,157.0,166.0,141.0,148.0,151.0,150.0,149.75,148.125,150.16666666666666,5575.409999999999,1,149.75
SKU018,2025-11-17,150,836311.5,153.0,2025,11,4,47,142.0,157.0,135.0,146.0,161.0,153.0,150.0,147.375,149.41666666666666,5575.409999999999,1,150.0
SKU018,2025-11-24,152,847462.3200000001,143.0,2025,11,4,48,150.0,142.0,166.0,138.0,150.0,143.0,153.75,147.875,148.5,5575.409999999999,1,153.75
SKU018,2025-12-01,158,880914.78,182.0,2025,12,4,49,152.0,150.0,157.0,154.0,155.0,182.0,150.25,149.625,148.66666666666666,5575.409999999999,0,150.25
SKU018,2025-12-08,162,903216.42,150.0,2025,12,4,50,158.0,152.0,142.0,141.0,148.0,150.0,150.5,150.125,148.91666666666666,5575.409999999999,0,150.5
SKU018,2025-12-15,160,892065.6,172.0,2025,12,4,51,162.0,158.0,150.0,135.0,146.0,172.0,155.5,152.75,150.08333333333334,5575.409999999999,0,155.5
SKU018,2025-12-22,161,897641.01,154.0,2025,12,4,52,160.0,162.0,152.0,166.0,138.0,154.0,158.0,155.875,151.25,5575.409999999999,0,158.0
SKU018,2025-12-29,58,323373.78,181.0,2025,12,4,1,161.0,160.0,158.0,157.0,154.0,181.0,160.25,155.25,153.16666666666666,5575.41,0,160.25
SKU019,2025-11-10,112,539823.2,112.0,2025,11,4,46,103.0,91.0,96.0,100.0,109.0,112.0,93.5,94.25,94.58333333333333,4819.85,1,93.5
SKU019,2025-11-17,110,530183.5,113.0,2025,11,4,47,112.0,103.0,84.0,105.0,93.0,113.0,97.5,95.75,94.83333333333333,4819.85,1,97.5
SKU019,2025-11-24,88,424146.8000000001,110.0,2025,11,4,48,110.0,112.0,91.0,83.0,103.0,110.0,104.0,96.375,96.25,4819.85,1,104.0
SKU019,2025-12-01,103,496444.55,120.0,2025,12,4,49,88.0,110.0,103.0,92.0,76.0,120.0,103.25,97.0,95.0,4819.85,0,103.25
SKU019,2025-12-08,96,462705.6,97.0,2025,12,4,50,103.0,88.0,112.0,96.0,100.0,97.0,103.25,98.375,97.25,4819.85,0,103.25
SKU019,2025-12-15,107,515723.95,106.0,2025,12,4,51,96.0,103.0,110.0,84.0,105.0,106.0,99.25,98.375,96.91666666666667,4819.85,0,99.25
SKU019,2025-12-22,104,501264.4,86.0,2025,12,4,52,107.0,96.0,88.0,91.0,83.0,86.0,98.5,101.25,97.08333333333333,4819.85,0,98.5
SKU019,2025-12-29,40,192794.0,100.0,2025,12,4,1,104.0,107.0,103.0,103.0,92.0,100.0,102.5,102.875,98.83333333333333,4819.85,0,102.5
SKU020,2025-11-10,92,358573.68,87.0,2025,11,4,46,78.0,101.0,74.0,79.0,99.0,87.0,85.25,86.0,87.41666666666667,3897.54,1,85.25
SKU020,2025-11-17,81,315700.74,69.0,2025,11,4,47,92.0,78.0,88.0,86.0,74.0,69.0,89.75,87.625,86.83333333333333,3897.54,1,89.75
SKU020,2025-11-24,97,378061.38,84.0,2025,11,4,48,81.0,92.0,101.0,75.0,97.0,84.0,88.0,87.0,87.41666666666667,3897.54,1,88.0
SKU020,2025-12-01,85,331290.9,88.0,2025,12,4,49,97.0,81.0,78.0,107.0,91.0,88.0,87.0,89.75,87.41666666666667,3897.54,0,87.0
SKU020,2025-12-08,82,319598.28,80.0,2025,12,4,50,85.0,97.0,92.0,74.0,79.0,80.0,88.75,87.0,86.91666666666667,3897.54,0,88.75
SKU020,2025-12-15,74,288417.96,81.0,2025,12,4,51,82.0,85.0,81.0,88.0,86.0,81.0,86.25,88.0,87.16666666666667,3897.54,0,86.25
SKU020,2025-12-22,99,385856.46,87.0,2025,12,4,52,74.0,82.0,97.0,101.0,75.0,87.0,84.5,86.25,86.16666666666667,3897.54,0,84.5
SKU020,2025-12-29,43,167594.22,93.0,2025,12,4,1,99.0,74.0,85.0,78.0,107.0,93.0,85.0,86.0,88.16666666666667,3897.5399999999995,0,85.0
SKU021,2025-11-10,45,347007.60000000003,63.0,2025,11,4,46,46.0,58.0,65.0,55.0,60.0,63.0,53.25,50.5,50.75,7711.28,1,53.25
SKU021,2025-11-17,43,331585.04,54.0,2025,11,4,47,45.0,46.0,44.0,53.0,43.0,54.0,48.25,49.25,49.5,7711.28,1,48.25
SKU021,2025-11-24,47,362430.16,37.0,2025,11,4,48,43.0,45.0,58.0,35.0,47.0,37.0,48.0,48.0,49.5,7711.28,1,48.0
SKU021,2025-12-01,52,400986.56,55.0,2025,12,4,49,47.0,43.0,46.0,48.0,55.0,55.0,45.25,49.5,49.5,7711.28,0,45.25
SKU021,2025-12-08,59,454965.52,63.0,2025,12,4,50,52.0,47.0,45.0,65.0,55.0,63.0,46.75,50.0,49.25,7711.28,0,46.75
SKU021,2025-12-15,47,362430.16,50.0,2025,12,4,51,59.0,52.0,43.0,44.0,53.0,50.0,50.25,49.25,49.583333333333336,7711.28,0,50.25
